threshold,wape,zero_false_positive_rate,mae,bias_ratio,forecast_origin,horizon
0.7,0.8777361583681983,0.06490500109194147,36.85563514071393,-0.4572190945446333,2025-09-01,1
0.75,0.877134418852944,0.042716750382179515,36.83036844546328,-0.5200422822948079,2025-09-01,1
0.8,0.8829903610990772,0.02367329111159642,37.0762560835319,-0.6067098274340198,2025-09-01,1
0.85,0.9086507389275348,0.011661934920288273,38.153720551415624,-0.7207582895829504,2025-09-01,1
0.9,0.9476140368541665,0.0030574361214238915,39.78976696305323,-0.8610470302380164,2025-09-01,1
0.95,0.9987170871302449,0.0001310329766324525,41.93555457541981,-0.9942711944325783,2025-09-01,1
0.0,0.99059098034811,1.0,40.65679149593179,-0.1955131586155553,2025-09-01,2
0.05,0.9849291804581775,0.7849804527684335,40.42441443801049,-0.20140130760508063,2025-09-01,2
0.1,0.9745967804873367,0.6190562778434403,40.000342101798196,-0.21360415097282454,2025-09-01,2
0.15,0.9637823716497722,0.5073188471679243,39.556486692266695,-0.22880919371927758,2025-09-01,2
0.2,0.9527158880910545,0.42131102827529776,39.10228538863497,-0.24611290311671652,2025-09-01,2
0.25,0.9428562603844605,0.35275934175834167,38.69761702818449,-0.26702706335859255,2025-09-01,2
0.3,0.9343662882546815,0.2970270024547686,38.349163394409835,-0.2894752751803247,2025-09-01,2
0.35,0.9256263370602744,0.25070460950995543,37.99044987849355,-0.3159285599958517,2025-09-01,2
0.4,0.9180019633894909,0.21247386126011455,37.677522972465006,-0.3449949194070492,2025-09-01,2
0.45,0.9107521405404493,0.17542503863987635,37.37996874291575,-0.37802660639023017,2025-09-01,2
0.5,0.9050158367313382,0.14301300118192564,37.1445338232051,-0.41545574787635126,2025-09-01,2
0.55,0.9046383975435296,0.11528320756432403,37.129042599616795,-0.459778840358671,2025-09-01,2
0.6,0.9015596645274924,0.08796254204927721,37.00268226645418,-0.5120319037394206,2025-09-01,2
0.65,0.9042893251575006,0.06291481043731248,37.11471563369714,-0.5727726932576612,2025-09-01,2
0.7,0.9069924925153683,0.040049095372306574,37.22566163848391,-0.6454180102543606,2025-09-01,2
0.75,0.9164516850705181,0.023820347304300393,37.61389495280245,-0.7263080062693984,2025-09-01,2
0.8,0.9360815698162468,0.01109191744704064,38.41956363647631,-0.8172151377273926,2025-09-01,2
0.85,0.9595974735093328,0.0034548595326847897,39.384726061993476,-0.9061064305214657,2025-09-01,2
0.9,0.9945431567799473,0.0001363760341849259,40.81900053713251,-0.9903267373346698,2025-09-01,2
0.95,1.0,0.0,41.04296556550952,-1.0,2025-09-01,2
0.0,1.0557832463582408,1.0,42.138977762224535,-0.17298999175362118,2025-09-01,3
0.05,1.0513107124920735,0.8400384522951214,41.960467631686555,-0.17768302210444356,2025-09-01,3
0.1,1.040434198442955,0.6770968517183369,41.52635846654565,-0.19054480907417468,2025-09-01,3
0.15,1.0285120305215147,0.5598654169670753,41.05051461256143,-0.2082981803720167,2025-09-01,3
0.2,1.0147126461584484,0.47055996154770485,40.499746305891094,-0.229098338233325,2025-09-01,3
0.25,1.0006237395385276,0.39346310982936794,39.93742243420744,-0.2531607739890293,2025-09-01,3
0.3,0.9912325632721786,0.32963229992790194,39.56259685403856,-0.27880010978711584,2025-09-01,3
0.35,0.982020324255038,0.27637587118481133,39.194913111733875,-0.30817787616718567,2025-09-01,3
0.4,0.9725289355171991,0.23177120884402788,38.81608779854955,-0.3430188698471333,2025-09-01,3
0.45,0.9649420066688069,0.19048305695746215,38.51327429290931,-0.38030811283368415,2025-09-01,3
0.5,0.9576131038976624,0.15414563806777218,38.22075926015042,-0.4237671874621145,2025-09-01,3
0.55,0.9516957001746478,0.12083633741888969,37.98458072184313,-0.4806864693965886,2025-09-01,3
0.6,0.9554197714834383,0.09055515501081471,38.13321782004237,-0.5489935269678627,2025-09-01,3
0.65,0.97188381614759,0.06431146359048305,38.79033945402552,-0.6300651064603054,2025-09-01,3
0.7,0.9733815487261663,0.042682047584715214,38.85011774662495,-0.7098751190240731,2025-09-01,3
0.75,0.9776042202528838,0.023984619081951455,39.018655239690226,-0.790904217040147,2025-09-01,3
0.8,0.9858919817097196,0.01004566210045662,39.349440746026744,-0.8765937828792765,2025-09-01,3
0.85,0.9929946124536265,0.001778418649363134,39.632924690295766,-0.9601840816273086,2025-09-01,3
0.9,0.9992821670107778,0.0,39.883876883917395,-0.9985801955779049,2025-09-01,3
0.95,1.0,0.0,39.91252741277753,-1.0,2025-09-01,3
0.0,1.0265025249180664,1.0,37.038697816303696,-0.02979857423176006,2025-10-01,1
0.05,1.0201474840615607,0.7168876817382969,36.8093925470223,-0.03656145765487128,2025-10-01,1
0.1,1.010490953806016,0.5575171752676147,36.46096154231759,-0.0481842543854484,2025-10-01,1
0.15,0.9997604064173847,0.4529477552324653,36.07377739762904,-0.06284990138713162,2025-10-01,1
0.2,0.990476171119773,0.3846461096021729,35.73877969689649,-0.07806864631326428,2025-10-01,1
0.25,0.9808928828980785,0.3340789263460617,35.392991442203,-0.09578347118732955,2025-10-01,1
0.3,0.9701665105392436,0.2922990893113916,35.005957942703574,-0.11627525007913879,2025-10-01,1
0.35,0.9612925538858851,0.2546732704904937,34.68576408936165,-0.14050827141878264,2025-10-01,1
0.4,0.950645060974978,0.2216008947116153,34.30157675143007,-0.16765954588421197,2025-10-01,1
0.45,0.9421415186534353,0.18888800127815944,33.99474834451416,-0.19884123393869305,2025-10-01,1
0.5,0.9336889445818365,0.1593705064706822,33.68975899552755,-0.23220846228610784,2025-10-01,1
0.55,0.9233748153522956,0.13216967566703947,33.31760022679801,-0.2669941283213501,2025-10-01,1
0.6,0.9162493562646159,0.10912286307716888,33.0604964013865,-0.30682155217265783,2025-10-01,1
0.65,0.9075303574841441,0.08763380731746286,32.745893803486034,-0.35105030757430283,2025-10-01,1
0.7,0.901975049594898,0.06474676465889119,32.54544483702807,-0.40820825476557787,2025-10-01,1
0.75,0.8945296979409768,0.045135005591947594,32.276798512882195,-0.47386631116847533,2025-10-01,1
0.8,0.8930083480463717,0.026841348458220164,32.22190452319265,-0.5595198971077918,2025-10-01,1
0.85,0.9017563888095547,0.013340789263460617,32.53755502618396,-0.672055109421168,2025-10-01,1
0.9,0.9314950630876234,0.004154018213772168,33.61059843650659,-0.8075230767624886,2025-10-01,1
0.95,0.9968484374706845,7.988496564946476e-05,35.96870650374507,-0.9857894419862749,2025-10-01,1
0.0,1.0389922856313698,1.0,36.104862023983806,-0.08484115832620452,2025-10-01,2
0.05,1.0326632061640937,0.7544870739338053,35.8849272428839,-0.09148519889529025,2025-10-01,2
0.1,1.0225938629840365,0.6082660958340195,35.53501872939846,-0.10381689254340801,2025-10-01,2
0.15,1.0107363547042356,0.49864152807508644,35.12297168505462,-0.1193880960560236,2025-10-01,2
0.2,0.9986956906152217,0.4182446896097481,34.70455999747716,-0.13776110956386411,2025-10-01,2
0.25,0.9882372994354456,0.35493166474559523,34.34113211089838,-0.15797250011036898,2025-10-01,2
0.3,0.9779558291711515,0.30610900708052036,33.983852205715586,-0.1803231866748398,2025-10-01,2
0.35,0.967334515034224,0.26584883912399143,33.61476276517741,-0.20433914993955624,2025-10-01,2
0.4,0.9589724901481468,0.22867610736044788,33.32418336537997,-0.23331026164494756,2025-10-01,2
0.45,0.9481716879706162,0.19273835007409848,32.94885673614411,-0.26863896131389287,2025-10-01,2
0.5,0.9369017587208229,0.16025852132389265,32.55722799528529,-0.3063197533792447,2025-10-01,2
0.55,0.9259606090396261,0.1306602996871398,32.177024306493394,-0.34809592131374467,2025-10-01,2
0.6,0.9124905485476711,0.10167956528898403,31.708941258868823,-0.39835513603360206,2025-10-01,2
0.65,0.9091848677571014,0.07652725177013009,31.594069232878443,-0.45900164207882266,2025-10-01,2
0.7,0.9070541887890725,0.05265107854437675,31.520028384623885,-0.5340303586772684,2025-10-01,2
0.75,0.9109992885456084,0.03112135682529228,31.65712014589141,-0.6355469424940425,2025-10-01,2
0.8,0.9318560171791197,0.014202206487732587,32.38188905899937,-0.7592611030377138,2025-10-01,2
0.85,0.968057156170973,0.005310390251934793,33.63987446128527,-0.8803211851955237,2025-10-01,2
0.9,0.9947680468776041,0.00032932652725177014,34.56807483085259,-0.9801928468320963,2025-10-01,2
0.95,1.0,0.0,34.749884598078395,-1.0,2025-10-01,2
0.0,1.0445329822974376,1.0,35.52136996466117,-0.12052875118497286,2025-10-01,3
0.05,1.0377950651582712,0.7335568738715502,35.29223402396054,-0.12771466824217587,2025-10-01,3
0.1,1.0262144447225634,0.5844295417418967,34.898412565099264,-0.14177820568099622,2025-10-01,3
0.15,1.0147771250035469,0.48211675694265327,34.509464325044924,-0.15920253850239888,2025-10-01,3
0.2,1.00262168038364,0.39923480354225777,34.096094854911996,-0.1798076037352622,2025-10-01,3
0.25,0.9900054191860804,0.3347949445447511,33.66705442328903,-0.2042832747731789,2025-10-01,3
0.3,0.9782306925210931,0.279984524116585,33.26663200562651,-0.22934433994650963,2025-10-01,3
0.35,0.9684535589584082,0.23716791333505288,32.93414161579683,-0.25599598676209795,2025-10-01,3
0.4,0.9576771980933384,0.19822027340727366,32.56767056351958,-0.29202572642076924,2025-10-01,3
0.45,0.9473066923944136,0.16374344424383114,32.2150014033348,-0.3328513049925699,2025-10-01,3
0.5,0.9379310363442263,0.13197489467801565,31.896164034994737,-0.3786158227787513,2025-10-01,3
0.55,0.93085814177607,0.10424727022611985,31.655636537122984,-0.42831228435765056,2025-10-01,3
0.6,0.9259966957420566,0.07948585676210128,31.490313635822535,-0.4843320753633321,2025-10-01,3
0.65,0.9245311547023868,0.05786260854612673,31.44047507030974,-0.5491827851332737,2025-10-01,3
0.7,0.9239871300069924,0.038044880061903534,31.421974455391375,-0.6236965900031384,2025-10-01,3
0.75,0.924119225010443,0.02127933969564096,31.42646660218575,-0.7210636766896467,2025-10-01,3
0.8,0.9421949200227748,0.01023127847992434,32.0411656694083,-0.8153651765858538,2025-10-01,3
0.85,0.9583266895952824,0.0019774739919181496,32.589757781750556,-0.9169431211439977,2025-10-01,3
0.9,0.9981942076662363,0.00021494282520849453,33.945530057946534,-0.99498116952477,2025-10-01,3
0.95,1.0,0.0,34.00693952864212,-1.0,2025-10-01,3
0.0,1.0401413887947892,1.0,33.30047783808508,-0.040083349541578106,2025-11-01,1
0.05,1.032218765142965,0.6559715462373643,33.04683236624903,-0.04873316800963614,2025-11-01,1
0.1,1.0212373490006905,0.49737925870460503,32.69525861981795,-0.06241795359811191,2025-11-01,1
0.15,1.0108121611876402,0.4067016098839386,32.361492711196036,-0.07771811196335834,2025-11-01,1
0.2,1.0006485520568664,0.3461999251216773,32.036101332427364,-0.09605104168774957,2025-11-01,1
0.25,0.9910747800041968,0.30239610632721825,31.729593786913572,-0.115362115757048,2025-11-01,1
0.3,0.9817563794697775,0.26454511418944215,31.431262046800445,-0.1367763203881385,2025-11-01,1
0.35,0.9731008612448377,0.230887308124298,31.15415270769346,-0.1592075190099397,2025-11-01,1
0.4,0.9621211988025539,0.19932609509546986,30.80263510655985,-0.18806778623382295,2025-11-01,1
0.45,0.9523926964366494,0.16926244852115313,30.491173817812424,-0.22108424023715836,2025-11-01,1
0.5,0.9413618270043831,0.14372894047173343,30.138016807600938,-0.25471108201939785,2025-11-01,1
0.55,0.9335368582225851,0.11898165481093223,29.88749778940871,-0.2932349596390622,2025-11-01,1
0.6,0.9229532343890808,0.09385997753650319,29.548659498085055,-0.33655170469519496,2025-11-01,1
0.65,0.9125454329862827,0.07199550730063646,29.215450221259086,-0.3860820980459561,2025-11-01,1
0.7,0.9091992108840341,0.05312616997379259,29.108319790571816,-0.4466559962106052,2025-11-01,1
0.75,0.9051244436760404,0.035754399101460124,28.977864742280374,-0.5144162503545684,2025-11-01,1
0.8,0.9044059355507279,0.020853612879071507,28.954861461994437,-0.5979712810979811,2025-11-01,1
0.85,0.9182895012853498,0.010146012729314863,29.399348507736434,-0.6968417404294458,2025-11-01,1
0.9,0.9362283917076765,0.002920254586297267,29.973668142916708,-0.8170350955539003,2025-11-01,1
0.95,0.9956405789374306,7.487832272557094e-05,31.875769381719465,-0.987313844169367,2025-11-01,1
0.0,1.0740709890906561,1.0,33.47763094810392,-0.024964089571407878,2025-11-01,2
0.05,1.0671906574162147,0.7131675874769797,33.2631784520054,-0.032290346044056055,2025-11-01,2
0.1,1.0566281688917991,0.5559008594229589,32.93395710974259,-0.045000400622059546,2025-11-01,2
0.15,1.0448981828120727,0.4550721301411909,32.56834613151857,-0.06160635336897741,2025-11-01,2
0.2,1.03302870568395,0.3858962553713935,32.19838736819821,-0.07990759562519989,2025-11-01,2
0.25,1.0214839430444604,0.33402394106814,31.838549604257206,-0.09979063472413481,2025-11-01,2
0.3,1.0084115075170141,0.29124462860650707,31.431095928824405,-0.12421679234493449,2025-11-01,2
0.35,0.9973029061559879,0.2541436464088398,31.084852840153985,-0.1507915438384648,2025-11-01,2
0.4,0.9852307735364855,0.21876918354818908,30.70857752437208,-0.18089906074626846,2025-11-01,2
0.45,0.9724916020256835,0.1860036832412523,30.311511327859037,-0.2149359764419058,2025-11-01,2
0.5,0.9579527343784551,0.15630755064456722,29.858350549436636,-0.2530146301575524,2025-11-01,2
0.55,0.9497439806387691,0.12979588704726827,29.602492574468204,-0.2974288282476145,2025-11-01,2
0.6,0.9360062401486335,0.10378299570288521,29.174302062983525,-0.3440316319984879,2025-11-01,2
0.65,0.9226970126931646,0.07934315531000614,28.75946783928311,-0.4034334682878831,2025-11-01,2
0.7,0.9170496912682076,0.05739717618170657,28.583446938960595,-0.469724028325584,2025-11-01,2
0.75,0.9117289361825911,0.03629527317372621,28.417604758200902,-0.5517487071025776,2025-11-01,2
0.8,0.912687537267574,0.019337016574585635,28.447483317137383,-0.6541056352070179,2025-11-01,2
0.85,0.9285398378307288,0.007289748311847759,28.94158237885864,-0.7876257563326521,2025-11-01,2
0.9,0.9876331255603282,0.0005371393492940455,30.78345623842219,-0.9623283872893966,2025-11-01,2
0.95,1.0,0.0,31.168918337927725,-1.0,2025-11-01,2
0.0,1.087983346556409,1.0,33.04762189780026,-0.057859564096282845,2025-11-01,3
0.05,1.0806933488621393,0.7374771771056601,32.82618736187783,-0.06557057653757929,2025-11-01,3
0.1,1.0684095587522062,0.5837897912201317,32.45306579498079,-0.08037364353336224,2025-11-01,3
0.15,1.054606353749478,0.47610542192585537,32.03379182231219,-0.09984919898023717,2025-11-01,3
0.2,1.040878458578661,0.39854727316027627,31.61680539463043,-0.12212377521996429,2025-11-01,3
0.25,1.0286351893830885,0.3392871318567913,31.244914655264886,-0.14430034353999993,2025-11-01,3
0.3,1.0166976690558633,0.2918948956100659,30.88231107367506,-0.1699963270706205,2025-11-01,3
0.35,1.0065628563610454,0.25220290545367946,30.574464948085478,-0.19598862122557023,2025-11-01,3
0.4,0.9945885585270959,0.2157656584901167,30.210744245410652,-0.22681035984610232,2025-11-01,3
0.45,0.984231037814836,0.18305945860125428,29.896133337641896,-0.2665486642042263,2025-11-01,3
0.5,0.9701090299694237,0.15090894657458126,29.467175691194353,-0.3112498981677308,2025-11-01,3
0.55,0.9567755682766345,0.12054457410494562,29.062170226720312,-0.3608772013163181,2025-11-01,3
0.6,0.9457308397173128,0.09541954433595301,28.726685299908173,-0.41507608522662115,2025-11-01,3
0.65,0.9375993428939448,0.06910375486226879,28.4796901291343,-0.48591091912011997,2025-11-01,3
0.7,0.932569474620174,0.04600301659125189,28.32690728973383,-0.5766778883295466,2025-11-01,3
0.75,0.9359039696972152,0.02631578947368421,28.428192969220486,-0.6766355886392496,2025-11-01,3
0.8,0.9559528393375111,0.010835913312693499,29.037179738593277,-0.8131732113534604,2025-11-01,3
0.85,0.9844328732261652,0.0021433674684448677,29.90226411195963,-0.931590805900531,2025-11-01,3
0.9,1.0000493084861526,0.0,30.376615166593886,-0.9995888414366589,2025-11-01,3
0.95,1.0,0.0,30.375117415537417,-1.0,2025-11-01,3
0.0,0.9474331473573477,1.0,33.67259071738747,-0.1741518382222756,2025-12-01,1
0.05,0.9404407796487684,0.5937037037037037,33.42407594180335,-0.1818898412273566,2025-12-01,1
0.1,0.9317723651248778,0.45455555555555555,33.11599301769859,-0.19300760230442088,2025-12-01,1
0.15,0.9236150475536363,0.3768888888888889,32.82607491984196,-0.20611613075028462,2025-12-01,1
0.2,0.9149089472688492,0.32192592592592595,32.51665261131089,-0.22123524485052415,2025-12-01,1
0.25,0.9064890860097083,0.2778888888888889,32.21740348448115,-0.23861752469342104,2025-12-01,1
0.3,0.8987690952742322,0.24003703703703705,31.943028359330857,-0.2583286627978675,2025-12-01,1
0.35,0.8902825834164763,0.2051851851851852,31.64141041277543,-0.2823862009626933,2025-12-01,1
0.4,0.8824223961414213,0.174,31.362052581763084,-0.3062828397044258,2025-12-01,1
0.45,0.8756322156268116,0.14662962962962964,31.120723713332232,-0.335846704499098,2025-12-01,1
0.5,0.8687872353826355,0.12044444444444445,30.877447215276785,-0.36868686318014593,2025-12-01,1
0.55,0.8615559729932412,0.09648148148148149,30.62044191681611,-0.40270980024932534,2025-12-01,1
0.6,0.8552394053803896,0.0747037037037037,30.39594565915453,-0.44160740891134953,2025-12-01,1
0.65,0.8538349401145431,0.05592592592592593,30.346029752997406,-0.48715676380681583,2025-12-01,1
0.7,0.8564444339872237,0.04014814814814815,30.43877341454165,-0.5396804168928846,2025-12-01,1
0.75,0.8580281092065252,0.02625925925925926,30.495058596918422,-0.600469820023142,2025-12-01,1
0.8,0.8645823274277179,0.015185185185185185,30.72800116204848,-0.6641211656797251,2025-12-01,1
0.85,0.879787726174367,0.006814814814814815,31.268414140123728,-0.7380857499022329,2025-12-01,1
0.9,0.9051580349161945,0.001925925925925926,32.17009678128965,-0.8208955431196525,2025-12-01,1
0.95,0.9560096483196499,0.00014814814814814815,33.977406954286515,-0.9379513468189372,2025-12-01,1
0.0,0.9789244542259238,1.0,34.254622425647135,-0.1885589409525366,2025-12-01,2
0.05,0.9719669829176865,0.6400331975252754,34.011165893662344,-0.19615918407103944,2025-12-01,2
0.1,0.9624695014242931,0.49004074241738343,33.67882907119731,-0.20833639083537359,2025-12-01,2
0.15,0.953419945418045,0.4003696997132941,33.362166102185164,-0.22217547511981242,2025-12-01,2
0.2,0.9432254647116067,0.3385393088878829,33.00543981353532,-0.2391587352815385,2025-12-01,2
0.25,0.9351110747682089,0.29074241738343143,32.72150026894058,-0.25711966478010206,2025-12-01,2
0.3,0.9265676689550223,0.25169760072430963,32.422548558115054,-0.2773820388794362,2025-12-01,2
0.35,0.9171128351926711,0.2175192394748755,32.09170406932077,-0.30104233012925335,2025-12-01,2
0.4,0.9073737265433165,0.18398219405462501,31.750912205243992,-0.3266418794629357,2025-12-01,2
0.45,0.898174525456077,0.15368945224083297,31.42901284058856,-0.3580363330065535,2025-12-01,2
0.5,0.8905480032222347,0.12532065791459182,31.162144811688773,-0.394961744690275,2025-12-01,2
0.55,0.883447563627782,0.1004225139580504,30.913685519131395,-0.43578487959205736,2025-12-01,2
0.6,0.8772244747617003,0.0774483174890599,30.695926571023964,-0.4803897694632246,2025-12-01,2
0.65,0.8747446825438521,0.056850762034102914,30.60915343367945,-0.5323687159159899,2025-12-01,2
0.7,0.8752523915974618,0.03761128715859363,30.626919239670308,-0.5927862906303275,2025-12-01,2
0.75,0.8809768181727649,0.023011920929530708,30.827228947016824,-0.6601547406922115,2025-12-01,2
0.8,0.891891751360412,0.01120416478044364,31.20916538095714,-0.738712195940063,2025-12-01,2
0.85,0.916961529974689,0.0036215482118605704,32.08640958199784,-0.8306689839010862,2025-12-01,2
0.9,0.9557621805159613,0.0006413158291836427,33.44412582702896,-0.9268815829544846,2025-12-01,2
0.95,1.0,0.0,34.99210003159404,-1.0,2025-12-01,2
0.0,1.0128955360400813,1.0,34.60364026242919,-0.16159428083594476,2025-12-01,3
0.05,1.0062407772739554,0.6538431767164641,34.376293146973886,-0.16885181035184232,2025-12-01,3
0.1,0.9974719754559969,0.5124622648811827,34.07672379076224,-0.17981449083232712,2025-12-01,3
0.15,0.9876695398084487,0.42259462806718784,33.74184231012163,-0.19420265867134578,2025-12-01,3
0.2,0.9770040837200284,0.3561808189488351,33.377477385421415,-0.21221594380939113,2025-12-01,3
0.25,0.9666737499321111,0.3056738137626751,33.0245612736717,-0.232116800211969,2025-12-01,3
0.3,0.9562236339163811,0.2629073457697964,32.667553031022415,-0.25436298874006996,2025-12-01,3
0.35,0.9449902854763002,0.22583017261397942,32.28378714941654,-0.28053101495429683,2025-12-01,3
0.4,0.9342957555170248,0.19150089016177724,31.91842897148111,-0.30918558266239393,2025-12-01,3
0.45,0.9255417231805527,0.16096447093428284,31.61936418637876,-0.3440441748829997,2025-12-01,3
0.5,0.9138495792202164,0.13228578063317595,31.219924432619198,-0.3852263650511408,2025-12-01,3
0.55,0.904780655712049,0.10608406223391903,30.910101992418717,-0.4287307986000338,2025-12-01,3
0.6,0.8947011085158959,0.081585262017184,30.5657535253029,-0.4788443943624117,2025-12-01,3
0.65,0.8881523011970872,0.05944732564439972,30.342026038563283,-0.5339934772352326,2025-12-01,3
0.7,0.883697748354834,0.039399334313801375,30.18984475372325,-0.5983120832592506,2025-12-01,3
0.75,0.888264817919802,0.022679773976313957,30.34586995736616,-0.6742459838169079,2025-12-01,3
0.8,0.9002400785836894,0.010875454756560106,30.754981852243322,-0.7572839527125574,2025-12-01,3
0.85,0.9226322988261764,0.0030188095053796733,31.519969263459874,-0.852483876793938,2025-12-01,3
0.9,0.9542517074970321,0.00011610805789921821,32.60018593341835,-0.9426635149555188,2025-12-01,3
0.95,0.9992428847373053,0.0,34.13722352200538,-0.9992083310296781,2025-12-01,3
