forecast_origin,model,level,n_units,wape_3m,mae_3m,bias_3m,bias_ratio_3m,actual_sum_m2,forecast_sum_m2
2025-05-01,tsb,BRANCH,57,1.0536093507452953,28518.895317228315,1597721.6318834454,1.0355550164539638,1542865.04,3140586.6718834452
2025-05-01,lightgbm_tweedie,BRANCH,57,0.2884734515999472,7808.34392002966,-249656.84220727658,-0.16181379170227136,1542865.04,1293208.1977927235
2025-05-01,hurdle,BRANCH,57,0.5239775333816441,14182.923122806522,-807572.1038790212,-0.5234236844714696,1542865.04,735292.9361209787
2025-05-01,behavior_gated,BRANCH,57,0.5239775333816441,14182.923122806522,-807572.1038790212,-0.5234236844714696,1542865.04,735292.9361209787
2025-05-01,naive_1,PORTFOLIO,1,0.21407114130993588,330282.8799999999,330282.8799999999,0.21407114130993588,1542865.04,1873147.92
2025-05-01,seasonal_naive_12,PORTFOLIO,1,0.018472529522089703,28500.62000000011,-28500.62000000011,-0.018472529522089703,1542865.04,1514364.42
2025-05-01,moving_average_3,PORTFOLIO,1,0.32539096225811176,502034.3400000001,502034.3400000001,0.32539096225811176,1542865.04,2044899.3800000001
2025-05-01,croston_sba,PORTFOLIO,1,1.2151394509048978,1874796.1775259632,1874796.1775259632,1.2151394509048978,1542865.04,3417661.217525963
2025-05-01,tsb,PORTFOLIO,1,1.0355550164539635,1597721.6318834452,1597721.6318834452,1.0355550164539635,1542865.04,3140586.6718834452
2025-05-01,lightgbm_tweedie,PORTFOLIO,1,0.16181379170227145,249656.84220727673,-249656.84220727673,-0.16181379170227145,1542865.04,1293208.1977927233
2025-05-01,hurdle,PORTFOLIO,1,0.5234236844714696,807572.1038790212,-807572.1038790212,-0.5234236844714696,1542865.04,735292.9361209788
2025-05-01,behavior_gated,PORTFOLIO,1,0.5234236844714696,807572.1038790212,-807572.1038790212,-0.5234236844714696,1542865.04,735292.9361209788
2025-06-01,naive_1,PAIR,11443,1.1328853390962117,137.94419383028927,408367.93,0.29308545208507636,1393340.8399999999,1801708.77
2025-06-01,seasonal_naive_12,PAIR,11443,1.5342572029970785,186.8166756969326,47255.620000000024,0.033915334025521014,1393340.8399999999,1440596.46
2025-06-01,moving_average_3,PAIR,11443,1.0579651924937479,128.8216472952897,626925.6699999999,0.44994422900860354,1393340.8399999999,2020266.51
2025-06-01,croston_sba,PAIR,11443,2.048468497789286,249.42889254769395,2143738.6489667445,1.5385601192646767,1393340.8399999999,3537079.488966744
2025-06-01,tsb,PAIR,11443,1.7707200397579987,215.60924124803313,1774118.7263361057,1.2732840920216664,1393340.8399999999,3167459.5663361056
2025-06-01,lightgbm_tweedie,PAIR,11443,0.7776485688744204,94.68928691604323,-152995.4834809107,-0.10980477933949796,1393340.8399999999,1240345.356519089
2025-06-01,hurdle,PAIR,11443,0.7954490170014014,96.85673350746366,-938464.4862295529,-0.6735354762367785,1393340.8399999999,454876.3537704471
2025-06-01,behavior_gated,PAIR,11443,0.7954490170014014,96.85673350746366,-938464.4862295529,-0.6735354762367785,1393340.8399999999,454876.3537704471
2025-06-01,naive_1,BASE_SKU,1084,0.5844362029896433,751.2166328413284,408367.93,0.29308545208507636,1393340.8399999999,1801708.77
2025-06-01,seasonal_naive_12,BASE_SKU,1084,1.1908057471422429,1530.6257195571957,47255.61999999998,0.03391533402552098,1393340.8399999999,1440596.46
2025-06-01,moving_average_3,BASE_SKU,1084,0.6345568037753061,815.6401383763838,626925.6699999999,0.44994422900860354,1393340.8399999999,2020266.5099999998
2025-06-01,croston_sba,BASE_SKU,1084,1.5949008372353755,2050.037336042658,2143738.6489667445,1.5385601192646767,1393340.8399999999,3537079.4889667444
2025-06-01,tsb,BASE_SKU,1084,1.32922198860957,1708.5417732063916,1774118.7263361057,1.2732840920216664,1393340.8399999999,3167459.5663361056
2025-06-01,lightgbm_tweedie,BASE_SKU,1084,0.41037689047024617,527.4860528453881,-152995.4834809107,-0.10980477933949796,1393340.8399999999,1240345.356519089
2025-06-01,hurdle,BASE_SKU,1084,0.6850420140150553,880.5323018847129,-938464.4862295531,-0.6735354762367787,1393340.8399999999,454876.35377044696
2025-06-01,behavior_gated,BASE_SKU,1084,0.6850420140150553,880.5323018847129,-938464.4862295531,-0.6735354762367787,1393340.8399999999,454876.35377044696
2025-06-01,naive_1,BRANCH,57,0.3199639579932215,7821.383333333334,408367.93,0.2930854520850763,1393340.84,1801708.7700000003
2025-06-01,seasonal_naive_12,BRANCH,57,0.5929052219555985,14493.316842105263,47255.620000000024,0.03391533402552101,1393340.84,1440596.46
2025-06-01,moving_average_3,BRANCH,57,0.4721347936661355,11541.1349122807,626925.6699999999,0.4499442290086034,1393340.84,2020266.5099999998
2025-06-01,croston_sba,BRANCH,57,1.5385601192646765,37609.44998187271,2143738.6489667445,1.5385601192646765,1393340.84,3537079.4889667444
2025-06-01,tsb,BRANCH,57,1.2732840920216661,31124.889935721152,1774118.7263361057,1.2732840920216661,1393340.84,3167459.5663361056
2025-06-01,lightgbm_tweedie,BRANCH,57,0.2477605398811797,6056.401381699937,-152995.48348091065,-0.1098047793394979,1393340.84,1240345.3565190895
2025-06-01,hurdle,BRANCH,57,0.6735354762367785,16464.28923209742,-938464.486229553,-0.6735354762367785,1393340.84,454876.353770447
2025-06-01,behavior_gated,BRANCH,57,0.6735354762367785,16464.28923209742,-938464.486229553,-0.6735354762367785,1393340.84,454876.353770447
2025-06-01,naive_1,PORTFOLIO,1,0.29308545208507625,408367.92999999993,408367.92999999993,0.29308545208507625,1393340.84,1801708.77
